# Metadata,# In some references the name of the compilation author is mentioned,,,,,,,,,,,,,,,,,,,,,,,,,
Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,,
,H1560,33.31,84.25,67.5,,1.74,0.253,,6.2,,3.56,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,H1570,33.42,84.26,64.4,,1.81,0.28,,6.2,,3.43,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,H1590,33.63,84.17,66.5,,1.7,0.235,,6.2,,3.65,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,H1600,33.75,84.27,66.7,,1.77,0.266,,6.2,,3.5,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,H1610,33.86,84.26,69.5,,1.71,0.24,,6.2,,3.63,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,H1620,33.97,84.22,67,,1.73,0.249,,6.2,,3.58,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,H16,37.37,94.78,56,,1.78,0.269,,6.22,,3.49,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,H17,38.03,94.55,60.8,,1.78,0.27,,6.2,,3.48,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,H17,38.03,94.55,63,,1.79,0.273,,6.46,,3.61,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,H18,37.68,93.66,55,,1.82,0.284,,6.19,,3.4,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,H19,38.26,92.14,62,,1.74,0.253,,6.34,,3.64,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,H20,38.8,94.35,51,,1.79,0.273,,6.46,,3.61,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,H21,39.58,94.27,51,,1.86,0.297,,6.46,,3.47,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,H22,39.76,93.49,48.8,,1.74,0.25,,6.2,,3.56,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,H22,39.76,93.49,45,,1.89,0.306,,6.34,,3.35,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,H23,39.51,94.9,68.9,,1.74,0.25,,6.2,,3.56,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,HMS,33.92,77.71,71.97,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,HNI,30.22,99.82,59.5,,1.79,0.273,,6.2,,3.46,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,HNL,32.75,78.97,84.17,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,HTA,37.07,79.91,51.8,,1.75,0.258,,6.16,,3.52,,,,India-Tibet,Chen,Singh 2015,,,,,,,,,
,HTG,37.86,90.76,56,,1.74,0.255,,6.67,,3.83,,,,India-Tibet,Chen,Singh 2015,,,,,,,,,
,HWI,27.87,96.8,51.23,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,HYL,28.07,96.54,54.28,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,ILAM,26.91,87.92,44,,0,0,,0,,3.51,,,,India-Tibet,Acton,Singh 2015,,,,,,,,,
,JYG,39.8,98.2,54.1,,1.7,0.24,,6.3,,3.71,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,JYG,39.8,98.2,54.8,,1.71,0.24,,6.3,,3.68,,,,India-Tibet,Tian,Singh 2015,,,,,,,,,
,K01,38.45,99.54,64,,1.69,0.231,,6.46,,3.82,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K02,35.24,100.99,60,,1.71,0.24,,6.47,,3.78,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K03,33.43,101.48,59,,1.75,0.258,,6.47,,3.7,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K05,34.16,100.44,61,,1.75,0.258,,6.47,,3.7,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K06,34.68,100.64,63,,1.76,0.262,,6.47,,3.68,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K07,33.96,99.89,65,,1.74,0.253,,6.4,,3.68,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K10,35.33,100.23,62,,1.74,0.253,,6.47,,3.72,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K12,37.71,100.58,54,,1.83,0.287,,6.46,,3.53,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K13,37.05,102.4,54,,1.72,0.245,,6.17,,3.59,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,K14,35.65,100.59,58,,1.69,0.231,,6.47,,3.83,,,,India-Tibet,Yue,Singh 2015,,,,,,,,,
,KALM,35.49,72.57,76,,0,0,,0,,3.54,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,KAZA,32.22,78.07,60,,1.78,0.269,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,KDG,34.36,77.65,74.17,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,KSH,39.52,75.92,60.3,,1.82,0.282,,6.16,,3.38,,,,India-Tibet,Chen,Singh 2015,,,,,,,,,
,KTH,32.31,77.14,56.3,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,KUL,32,77.11,61.97,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,LAC,22.6,99.9,35.4,,1.71,0.24,,6.3,,3.68,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,LAVA,27.07,88.66,48,,0,0,,0,,3.57,,,,India-Tibet,Acton,Singh 2015,,,,,,,,,
,LCHG,27.69,88.74,58,,0,0,,0,,3.53,,,,India-Tibet,Acton,Singh 2015,,,,,,,,,
,LCN,27.73,88.55,59,,0,0,,6.17,,3.54,,,,India-Tibet,Singh,Singh 2015,,,,,,,,,
,LEH,34.14,77.56,72.36,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,LEH,38.8,93.4,64.2,,1.63,0.198,,6.3,,3.87,,,,India-Tibet,Tian,Singh 2015,,,,,,,,,
,LNZ,29.77,94.34,61.6,,1.71,0.24,,6.2,,3.63,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,LOSR,32.44,77.75,59,,1.79,0.273,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,LPR,27.99,96.22,48.52,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,LSA,29.7,91.15,79.9,,1.73,0.249,,6.4,,3.7,,,,India-Tibet,Chen,Singh 2015,,,,,,,,,
,LSA,29.7,91.15,80,,1.73,0.249,,6.21,,3.59,,,,India-Tibet,Sherrington,Singh 2015,,,,,,,,,
,LSA,29.7,91.15,88,,0,0,,0,,3.74,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,LTI,27.94,96.72,51.22,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,LUL,29.77,94.74,58,,1.75,0.258,,6.2,,3.54,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,LUS,25.8,98.9,42,,1.76,0.26,,6.3,,3.58,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,LYT,41.1,95.5,45.8,,1.89,0.306,,6.3,,3.33,,,,India-Tibet,Tian,Singh 2015,,,,,,,,,
,MAD,34.9,98.2,68.8,,1.75,0.26,,6.3,,3.6,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,MAHE,33.26,78.5,75,,1.81,0.28,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,MAS,24.4,98.6,35.1,,1.77,0.27,,6.3,,3.56,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,MEL,22.3,99.6,33.3,,1.72,0.24,,6.3,,3.66,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,MERK,33.8,78.59,80,,1.88,0.303,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,MET,28.11,96.53,54.28,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,MGN,27.5,88.54,59,,0,0,,5.84,,3.49,,,,India-Tibet,Singh,Singh 2015,,,,,,,,,
,MNK,29.7,98.6,66.1,,1.79,0.273,,6.2,,3.46,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,MNSR,34.34,73.21,57,,0,0,,0,,3.65,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,MTH,33.19,78.69,78.11,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,MUDH,31.96,78.04,60,,1.78,0.269,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,MZT,25.2,98.5,36.6,,1.84,0.29,,6.3,,3.42,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,NAQ,32.25,92.25,78.3,,1.7,0.234,,6.47,,3.81,,,,India-Tibet,Chen,Singh 2015,,,,,,,,,
,NDDR,33.14,78.6,75,,1.82,0.284,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,NIL,33.65,73.27,58,,0,0,,0,,0,,,,India-Tibet,Vinnik,Singh 2015,,,,,,,,,
,NYOM,33.22,78.65,75,,1.85,0.294,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,PARO,27.56,89.32,61,,0,0,,0,,3.57,,,,India-Tibet,Acton,Singh 2015,,,,,,,,,
,PATN,35.14,73.06,65,,0,0,,0,,3.6,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,PHOB,34.05,78.44,75,,1.87,0.3,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,PULG,32,77.45,52,,1.73,0.249,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,QTS,39.7,97.7,54.8,,1.78,0.27,,6.3,,3.54,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,RTS,33.63,77.73,74.17,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,RUP,27.2,92.4,47,,1.73,0.25,,6.35,,3.67,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,RUP,27.2,92.4,42,,1.84,0.29,,6.35,,3.45,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,SADU,34.73,72.34,62,,0,0,,0,,3.64,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,SANG,31.02,91.7,67,,1.73,0.249,,6.49,,3.75,,,,India-Tibet,Sherrington,Singh 2015,,,,,,,,,
,SARA,31.53,77.79,50,,1.74,0.253,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,SBC,39.6,94.8,62,,1.73,0.249,,6.3,,3.64,,,,India-Tibet,Tian,Singh 2015,,,,,,,,,
,SBRA,34.03,72.68,52,,0,0,,0,,3.73,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,SDL,27.87,96.89,50.92,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,SGM,27.95,96.4,52.73,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,SHAB,34.23,72.17,53,,0,0,,0,,3.76,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,SHIN,35.08,72.47,75,,0,0,,0,,3.54,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,SHR,29.88,96.68,64.5,,1.78,0.269,,6.2,,3.48,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,SIN,27.23,88.5,42,,0,0,,6.23,,3.55,,,,India-Tibet,Singh,Singh 2015,,,,,,,,,
,SJA,26.94,93,70,,1.78,0.27,,6.35,,3.57,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,SNT,38.8,99.6,53.7,,1.72,0.24,,6.3,,3.66,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,SNT,38.8,99.6,51.8,,1.77,0.266,,6.3,,3.56,,,,India-Tibet,Tian,Singh 2015,,,,,,,,,
,SP25,28.18,89.3,68,,0,0,,0,,3.72,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,SP27,27.67,89.08,62,,0,0,,0,,3.62,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,SPAN,33.91,78.46,80,,1.86,0.297,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,SQH,80.08,32.5,70.2,,1.76,0.262,,6.47,,3.68,,,,India-Tibet,Chen,Singh 2015,,,,,,,,,
,st00,30.53,90.1,64.1,,1.84,0.29,,6.1,,3.32,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st01,30.65,90.13,66,,1.74,0.253,,6.1,,3.51,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st04,30.96,90.19,60.1,,1.79,0.273,,6.1,,3.41,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st06,31.12,90.1,59.6,,1.86,0.297,,6.1,,3.28,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st08,31.3,90.03,60.2,,1.78,0.269,,6.1,,3.43,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st11,31.58,89.98,62.3,,1.92,0.314,,6.1,,3.18,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st17,31.94,89.36,61.5,,1.94,0.319,,6.1,,3.14,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st19,32.06,89.19,62.5,,1.94,0.319,,6.1,,3.14,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st20,32.17,89.14,61.4,,1.91,0.311,,6.1,,3.19,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st22,32.33,89.12,57.5,,1.91,0.311,,6.1,,3.19,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st23,32.42,89.11,53.5,,1.92,0.314,,6.1,,3.18,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st30,33.03,88.85,59,,1.83,0.287,,6.1,,3.33,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st32,33.24,88.84,60,,1.86,0.297,,6.1,,3.28,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st33,33.33,88.83,57.6,,1.77,0.266,,6.1,,3.45,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st34,33.41,88.76,58.5,,1.82,0.287,,6.1,,3.35,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st35,33.48,88.74,60,,1.79,0.273,,6.1,,3.41,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st36,33.52,88.6,58.4,,1.83,0.287,,6.1,,3.33,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st37,33.61,88.52,59.3,,1.87,0.3,,6.1,,3.26,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st38,33.65,88.5,60.3,,1.85,0.294,,6.1,,3.3,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,st39,33.76,88.4,59,,1.87,0.3,,6.1,,3.26,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,tc,25.03,98.52,35,,1.85,0.294,,6.2,,3.35,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,TGR,34.6,77.59,76.3,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,TGU,27.89,88.53,61,,0,0,,5.96,,3.48,,,,India-Tibet,Singh,Singh 2015,,,,,,,,,
,TIJ,37.2,98.9,57.7,,1.81,0.28,,6.3,,3.48,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,TIJ,37.3,99,57.8,,1.82,0.284,,6.3,,3.46,,,,India-Tibet,Tian,Singh 2015,,,,,,,,,
,TKS,34.81,77.51,77.72,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,TMY,30.06,95.2,57.4,,1.74,0.253,,6.2,,3.56,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,TNC,25,98.5,36.6,,1.85,0.29,,6.3,,3.41,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,TNC,25.03,98.52,39,,1.57,0.157,,6.6,,4.2,,,,India-Tibet,Chen,Singh 2015,,,,,,,,,
,TNG,27.57,88.65,58,,0,0,,5.88,,3.46,,,,India-Tibet,Singh,Singh 2015,,,,,,,,,
,TTO,29.89,97.63,73.9,,1.78,0.269,,6.2,,3.48,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,TUNL,36.13,94.8,67,,1.73,0.249,,6.34,,3.66,,,,India-Tibet,Sherrington,Singh 2015,,,,,,,,,
,USHU,30.01,97,77,,1.73,0.249,,6.4,,3.7,,,,India-Tibet,Sherrington,Singh 2015,,,,,,,,,
,WAD,24.1,98.1,36.4,,1.71,0.24,,6.3,,3.68,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,wd,24.09,98.07,35.3,,1.7,0.235,,6.2,,3.65,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,WLG,28.13,97.01,42.12,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,WNDO,33.45,91.9,70,,1.73,0.249,,6.36,,3.68,,,,India-Tibet,Sherrington,Singh 2015,,,,,,,,,
,wx,27.2,99.3,54.6,,1.76,0.262,,6.2,,3.52,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,xc,28.9,99.8,44.8,,1.77,0.266,,6.2,,3.5,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,XHT,24.7,98.5,36.2,,1.76,0.26,,6.3,,3.58,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,XIGA,29.23,88.85,74,,1.73,0.249,,6.26,,3.62,,,,India-Tibet,Sherrington,Singh 2015,,,,,,,,,
,XIGA,29.23,88.85,71,,0,0,,0,,3.46,,,,India-Tibet,Acton,Singh 2015,,,,,,,,,
,XIH,35.5,99.8,54.8,,1.74,0.25,,6.3,,3.62,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,YID,30.29,99.4,61.4,,1.78,0.269,,6.2,,3.48,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,yl,25.89,99.37,44.8,,1.73,0.249,,6.2,,3.58,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,YN18,24.54,98.05,34.71,,1.79,0.274,,6.2,,3.46,,,,India-Tibet,Zha,Singh 2015,,,,,,,,,
,YN19,25.11,97.93,33.3,,1.89,0.305,,6.2,,3.28,,,,India-Tibet,Zha,Singh 2015,,,,,,,,,
,YN20,25.43,98.26,32.8,,1.93,0.317,,6.2,,3.21,,,,India-Tibet,Zha,Singh 2015,,,,,,,,,
,YOD,24,99.2,33.2,,1.83,0.29,,6.3,,3.44,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,YUL,25.9,99.4,42.9,,1.86,0.3,,6.3,,3.39,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,zd,27.82,99.7,55.3,,1.88,0.303,,6.2,,3.3,,,,India-Tibet,Li,Singh 2015,,,,,,,,,
,ZHB,29.62,96.33,67,,1.74,0.253,,6.2,,3.56,,,,India-Tibet,Wang,Singh 2015,,,,,,,,,
,ZIR,27.47,93.76,39,,1.73,0.25,,6.35,,3.67,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,ZIR,27.47,93.76,34,,1.84,0.29,,6.35,,3.45,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,ZOD,27.8,99.7,56.1,,1.76,0.26,,6.3,,3.58,,,,India-Tibet,Xu,Singh 2015,,,,,,,,,
,BPN,25.67,91.91,35,,0,0,,0,,3.76,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,CHP-N,25.28,91.72,38,,0,0,,0,,3.76,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,CHP-S,25.28,91.72,44,,0,0,,0,,3.63,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,HMN,25.85,92.58,33,,1.73,0.25,,6.4,,3.7,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,NGB,25.47,90.75,35,,1.73,0.25,,6.4,,3.7,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,SHL,25.57,91.86,35,,0,0,,0,,3.77,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,SHL,25.57,91.88,35,,1.69,0.23,,6.4,,3.79,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,DMK,26.22,93.06,34,,1.73,0.25,,6.4,,3.7,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,ALB,25.45,81.4,46,,0,0,,0,,0,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,BAI,26.32,91.74,42,,0,0,,0,,3.86,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,BHA,23.29,70.35,36,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,BHU,23.21,69.65,39,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,CHD,30.7,76.78,53.78,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,CHP,23.27,70.28,36,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,GAU,26.15,91.65,40,,0,0,,0,,3.63,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,GDD,23.87,70.37,41,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,GDM,23.07,70.12,38,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,JPA,26.22,90.57,41,,1.73,0.25,,6.2,,3.58,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,JPA,26.22,90.57,35,,1.81,0.28,,6.2,,3.43,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,KGP,22.31,87.31,38,,1.73,0.249,,0,,0,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,KMG,24.85,92.34,39,,0,0,,0,,3.53,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,KNP,23.4,69.91,37,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,KUK,29.96,76.8,49.84,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,MDP,27.63,95.81,45.2,,0,0,,0,,0,,,,India-Tibet,Hazarika,Singh 2015,,,,,,,,,
,MTP,23.85,69.77,40,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,NDD,23.31,70.12,36,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,NGR,23.31,69.73,39,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,NPR,23.11,69.58,40,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,PAKR,24.63,87.85,38,,0,0,,0,,3.96,,,,India-Tibet,Acton,Singh 2015,,,,,,,,,
,TAP,23.24,70.13,37,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,TEZ,26.62,92.78,41,,1.73,0.25,,6.2,,3.58,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,TEZ,26.62,92.78,35,,1.84,0.29,,6.2,,3.37,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,TEZ,26.63,92.83,42,,0,0,,0,,3.83,,,,India-Tibet,Mitra,Singh 2015,,,,,,,,,
,TPM,23.09,69.55,40,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,VGH,23,69.8,38,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,VJP,23.56,70.5,35,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,VND,23.29,70.4,42,,0,0,,0,,0,,,,India-Tibet,Mandal(2012),Singh 2015,,,,,,,,,
,AJMR,26.5,74.6,29,,0,0,,0,,0,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,GRG*,28.31,76.94,36,,0,0,,0,,0,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,GRG,28.31,76.94,52.5,,0,0,,0,,3.75,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,NDI*,28.65,77.2,41.96,,0,0,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,NDI,28.68,77.22,55,,0,0,,0,,3.79,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,BRT,27.08,77.39,37,,0,0,,0,,0,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,BRT,27.08,77.39,37.5,,0,0,,0,,3.66,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,HRP,24.36,79.21,40.18,,1.75,0.258,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,JHN,25.51,78.54,37.5,,0,0,,0,,3.66,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,JHN,25.51,78.54,38,,0,0,,0,,0,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,BPL,23.24,77.43,52.5,,0,0,,0,,3.87,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,BTG,24.11,79.34,41.39,,1.75,0.258,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,BTL,23.08,79.03,35.7,,1.83,0.287,,0,,0,,,,India-Tibet,Jagadeesh,Singh 2015,,,,,,,,,
,BTL,23.08,79.03,40,,0,0,,0,,3.68,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,DMH,23.8,79.46,39.84,,1.72,0.245,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,MHR,23.31,79.05,39.5,,1.75,0.258,,0,,0,,,,India-Tibet,Jagadeesh,Singh 2015,,,,,,,,,
,MHR,23.31,79.05,40,,0,0,,0,,3.63,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,MJK,23.65,79.62,39.55,,1.75,0.258,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,RWA,24.55,81.2,42,,0,0,,0,,0,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,SGR,23.88,78.73,41.92,,1.8,0.277,,0,,0,,,,India-Tibet,Jagadeesh,Singh 2015,,,,,,,,,
,SGR,23.88,78.73,42.5,,0,0,,0,,3.68,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,SGR,23.88,78.73,44,,0,0,,0,,0,,,,India-Tibet,Kumar,Singh 2015,,,,,,,,,
,CTR,22.65,80.35,40.47,,1.7,0.235,,0,,0,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,JBP,23.17,79.98,55,,0,0,,0,,3.81,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
,JBP*,23.18,79.96,40.18,,1.84,0.29,,6.5,,3.53,,,,India-Tibet,Rai,Singh 2015,,,,,,,,,
,KHP*,22.74,79.48,35.94,,1.88,0.303,,0,,0,,,,India-Tibet,Jagadeesh,Singh 2015,,,,,,,,,
,KHP,22.74,79.48,46.33,,1.88,0.303,,0,,0,,,,India-Tibet,Jagadeesh,Singh 2015,,,,,,,,,
,KHP,22.74,79.48,52.5,,0,0,,0,,3.83,,,,India-Tibet,Juli`a,Singh 2015,,,,,,,,,
